x,year,date,HOU,HOU.per,LAA,LAA.per,OAK,OAK.per,SEA,SEA.per,TEX,TEX.per
183,2012,2012/6/28,19415,45.49715277,43936,98.59742824,17434,48.33781573,30287,65.80268104,46744,94.29136241
184,2012,2012/7/6,23430,54.9059124,39086,87.71347142,35067,97.22738237,34807,75.62300389,36111,72.84261911
185,2012,2012/7/7,23027,53.96152134,42160,94.61188034,28240,78.29872182,13084,28.42679297,34918,70.43611571
186,2012,2012/7/8,16966,39.7581609,35047,78.64949171,10819,29.99695012,13931,30.26701719,42832,86.4001291
187,2012,2012/7/23,15538,36.41178263,35051,78.65846817,16136,44.73895805,29818,64.78371391,40281,81.25428652
188,2012,2012/7/24,15908,37.27884142,39107,87.76059783,20075,55.66029889,30589,66.45881765,47255,95.32214467
189,2012,2012/7/25,16077,37.67487639,40136,90.06979197,15115,41.90811545,40603,88.21561258,48303,97.43615605
190,2012,2012/7/26,19926,46.69463127,41232,92.5293418,20249,56.14273436,17101,37.15427901,45752,92.29031347
191,2012,2012/7/27,24685,57.8468821,35477,79.61446108,23382,64.82934538,12411,26.96460773,36257,73.13712833
192,2012,2012/7/29,20453,47.9296042,39016,87.55638338,24148,66.95317049,18158,39.45075716,32146,64.84447493
193,2012,2012/8/6,13843,32.43971598,38722,86.89661363,28142,78.0270053,20692,44.95622135,40714,82.12772824
194,2012,2012/8/7,14273,33.4473789,36505,81.9214111,30470,84.48165913,23094,50.17489734,33762,68.10424819
195,2012,2012/8/8,16038,37.5834837,36620,82.1794843,12564,34.83516788,31311,68.02746214,45823,92.43353371
196,2012,2012/8/9,14417,33.78482881,39827,89.37636049,15836,43.90717276,34065,74.01090664,44215,89.18989793
197,2012,2012/8/10,21025,49.27003023,38591,86.60263459,18161,50.35350875,16270,35.348817,37785,76.2193892
198,2012,2012/8/11,17942,42.0453214,37298,83.70099414,10823,30.00804059,23721,51.53714124,29453,59.41219187
199,2012,2012/8/12,19235,45.07534038,41086,92.20170104,17121,47.46998641,29951,65.07267473,30700,61.92762335
200,2012,2012/8/17,19223,45.04721955,36789,82.55873971,18308,50.76108354,27378,59.48247768,36176,72.97373623
201,2012,2012/8/18,20838,48.83181403,38745,86.94822827,13341,36.98949178,29911,64.98576922,34765,70.12748618
202,2012,2012/8/19,14923,34.9705903,37841,84.91954848,15458,42.8591233,31908,69.32452691,36001,72.62072861
203,2012,2012/8/28,13516,31.67342348,39013,87.54965104,21150,58.64086284,36071,78.36921807,36102,72.82446444
204,2012,2012/8/29,13207,30.94931221,40104,89.9979803,13967,38.72515041,15014,32.61998392,45075,90.92467826
205,2012,2012/8/30,12835,30.07756661,41154,92.35430085,30132,83.54451438,14953,32.48745302,47267,95.34635091
206,2012,2012/8/31,15287,35.82358869,38216,85.76109154,20130,55.81279286,32111,69.76557238,45928,92.64533828
207,2012,2012/9/1,18316,42.9217538,36064,80.93175647,10274,28.48587351,19402,42.15351859,43044,86.82777262
208,2012,2012/9/2,17291,40.5197666,37794,84.81407509,16657,46.18349183,22443,48.76051014,43874,88.50203736
209,2012,2012/9/10,13121,30.74777963,38097,85.49404188,20121,55.7878393,21434,46.5683186,46689,94.18041715
210,2012,2012/9/11,14205,33.28802756,38029,85.34144207,20315,56.32572712,22537,48.96473809,43796,88.34469682
211,2012,2012/9/12,13101,30.70091158,36948,82.91555396,25314,70.18604264,16205,35.20759554,46662,94.12595312
212,2012,2012/9/13,13028,30.52984323,37093,83.24095061,20180,55.95142374,17065,37.07606405,46713,94.22882963
213,2012,2012/9/14,17535,41.09155672,38205,85.73640627,11688,32.40635484,21889,47.55686879,48089,97.00447815
214,2012,2012/9/15,20419,47.84992853,39326,88.25205898,15404,42.70940195,22602,49.10595955,42034,84.79041433
215,2012,2012/9/16,17438,40.86424671,41440,92.99611768,35067,97.22738237,21154,45.95998001,27355,55.18013475
216,2012,2012/9/21,17093,40.05577297,36546,82.01341981,20342,56.40058779,22635,49.17765659,26643,53.74389801
217,2012,2012/9/22,17185,40.27136597,38538,86.48369651,20539,56.94679347,14687,31.90953136,36273,73.16940332
218,2012,2012/9/23,15207,35.63611651,37916,85.08785709,16376,45.40438628,39204,85.17609229,43025,86.78944608
219,2012,2012/9/24,12584,29.48937267,37377,83.87827921,21517,59.65841351,18578,40.36326504,44599,89.96449752
220,2012,2012/9/25,16943,39.70426265,44014,98.7724692,21057,58.3830094,17739,38.54042193,40646,81.99055957
221,2012,2012/9/26,18712,43.84974105,36011,80.81281838,21162,58.67413425,22910,49.77513199,34677,69.94997378
222,2013,2013/4/7,16914,39.63630399,43533,97.69304998,30660,85.00845648,20584,44.72157647,42441,85.61140921
223,2013,2013/4/19,17241,40.40259649,37674,84.54478131,36067,100,21641,47.01805462,47173,95.15673539
224,2013,2013/4/21,22005,51.56656434,36126,81.07089159,21377,59.27024704,12754,27.7098225,46228,93.25049421
225,2013,2013/4/22,23201,54.36927331,39023,87.57209219,35067,97.22738237,13037,28.32467899,39778,80.23964175
226,2013,2013/4/23,13929,32.64124856,35081,78.72579161,20755,57.54567888,17128,37.21294023,42778,86.29120103
227,2013,2013/4/24,11686,27.38499754,41147,92.33859204,10689,29.63650983,23177,50.35522628,46782,94.36801549
228,2013,2013/5/3,16719,39.17934057,36192,81.21900316,11038,30.60415338,14403,31.29250223,39638,79.95723565
229,2013,2013/5/4,21266,49.83479015,35353,79.33619084,15488,42.94230183,13036,28.32250635,42510,85.75059507
230,2013,2013/5/5,23228,54.43254517,35118,78.80882386,11220,31.10876979,12608,27.39261738,30896,62.32299189
231,2013,2013/5/7,15266,35.77437724,40140,90.07876843,16944,46.97923309,14001,30.41910183,37765,76.17904547
232,2013,2013/5/8,12906,30.24394816,32203,72.26722919,31292,86.76075082,17893,38.87500815,36107,72.83455037
233,2013,2013/5/9,13003,30.47125817,33028,74.11862391,27475,76.17766934,17671,38.39268256,47567,95.95150684
234,2013,2013/5/11,27188,63.71241769,31917,71.62541236,11668,32.35090249,19024,41.3322615,33003,66.5732037
235,2013,2013/5/12,19730,46.23532444,37711,84.62781356,14764,40.93492666,13963,30.3365416,45200,91.17682656
236,2013,2013/5/20,12989,30.43845054,37546,84.25753462,17139,47.51989353,14353,31.18387034,34248,69.0846008
237,2013,2013/5/21,12302,28.82853326,37165,83.40252687,11030,30.58197244,15614,33.9235666,32013,64.57618913
238,2013,2013/5/22,12324,28.88008811,38190,85.70274455,12969,35.95807802,42589,92.53047125,37203,75.04538669
239,2013,2013/5/24,15907,37.27649802,34095,76.51309441,20414,56.60021626,10496,22.80400634,33121,66.81123169
240,2013,2013/5/25,18591,43.56618939,33313,74.75819663,14602,40.48576261,15028,32.65040085,44052,88.86109654
241,2013,2013/5/26,19366,45.38232606,39172,87.90646529,35067,97.22738237,23506,51.07002412,30489,61.50199701
242,2013,2013/5/27,16044,37.59754411,42231,94.7712125,20387,56.52535559,17015,36.96743216,37769,76.18711421
243,2013,2013/5/28,11974,28.05989736,34401,77.19979354,36067,100,14983,32.55263215,39274,79.22297979
244,2013,2013/6/4,15920,37.30696225,40087,89.95983034,16416,45.51529099,15772,34.26684337,30361,61.24379715
245,2013,2013/6/5,15526,36.3836618,35515,79.69973744,26646,73.87916932,13012,28.27036305,41218,83.1443902
246,2013,2013/6/6,14664,34.36364915,30010,67.34588542,23413,64.91529653,31545,68.53585939,44397,89.55702586
247,2013,2013/6/14,20496,48.03037049,32223,72.31211149,27118,75.18784484,31914,69.33756273,39078,78.82761125
248,2013,2013/6/15,21549,50.49797296,30171,67.7071879,25176,69.80342141,20648,44.86062529,39579,79.83822165
249,2013,2013/6/16,25829,60.52773416,40621,91.15818765,27569,76.43829539,13647,29.64998805,39468,79.61431395
250,2013,2013/6/17,13870,32.50298784,40486,90.85523215,31448,87.19327917,12947,28.12914159,46476,93.75075644
251,2013,2013/6/18,13330,31.23755068,41204,92.46650659,24378,67.59087254,25549,55.50872314,44232,89.2241901
252,2013,2013/6/19,15866,37.18041853,30258,67.90242589,36067,100,30099,65.39422513,44272,89.30487756
253,2013,2013/6/20,17803,41.7195885,33040,74.14555329,17506,48.5374442,27603,59.97132118,36746,74.1235325
254,2013,2013/6/25,19271,45.15970286,35401,79.44390835,25658,71.13982311,22086,47.98487844,40068,80.82462581
255,2013,2013/6/26,17428,40.84081269,37711,84.62781356,24208,67.11952755,35024,76.09446629,41660,84.03598661
256,2013,2013/6/28,20498,48.0350573,40136,90.06979197,35067,97.22738237,23174,50.34870837,39907,80.4998588
257,2013,2013/6/29,26650,62.45166733,41114,92.26453625,20673,57.31832423,18969,41.21276642,42058,84.8388268
258,2013,2013/6/30,22361,52.4008155,35069,78.69886223,35067,97.22738237,11925,25.90870576,42739,86.21253076
259,2013,2013/7/1,12722,29.81276217,39455,88.54154979,26967,74.76917958,13498,29.32626502,42360,85.44801711
260,2013,2013/7/2,19631,46.00332763,35025,78.60012118,27084,75.09357584,16314,35.44441306,35139,70.88191391
261,2013,2013/7/3,14143,33.14273663,42707,95.83941114,36067,100,20152,43.78299694,36282,73.18755799
262,2013,2013/7/4,20470,47.96944204,37092,83.23870649,20468,56.74993762,18779,40.79996524,36931,74.49671199
263,2013,2013/7/19,24635,57.729712,36112,81.03947398,27429,76.05012893,26251,57.03391488,39391,79.4589906
264,2013,2013/7/20,25733,60.30276756,39018,87.56087161,32333,89.64704578,38169,82.92741217,38516,77.69395248
265,2013,2013/7/21,38838,91.01305275,43515,97.65265591,25877,71.74702637,43392,94.2750994,37729,76.10642676
266,2013,2013/7/22,16381,38.38727064,43572,97.78057045,13309,36.90076802,12817,27.84669868,37596,75.83814096
267,2013,2013/7/23,32249,75.57237598,37441,84.02190256,17479,48.46258353,10267,22.30647229,44247,89.2544479
268,2013,2013/7/24,24831,58.18901882,33363,74.87040237,23638,65.5391355,13823,30.0323723,40832,82.36575624
269,2013,2013/8/5,24543,57.514119,39177,87.91768587,35067,97.22738237,23135,50.26397549,32113,64.77790777
270,2013,2013/8/7,22205,52.03524477,38209,85.74538273,28304,78.47616935,20721,45.01922784,38699,78.06309759
271,2013,2013/8/9,23673,55.47535913,37179,83.43394448,23263,64.49940389,22833,49.60783888,34815,70.2283455
272,2013,2013/8/10,33322,78.08684648,38884,87.26016023,14261,39.5403,21088,45.81658592,36041,72.70141606
273,2013,2013/8/11,22922,53.71546411,41253,92.57646821,18278,50.67790501,21267,46.20548808,36549,73.72614677
274,2013,2013/8/12,18712,43.84974105,33936,76.15628016,16487,45.71214684,31471,68.37508419,33243,67.05732844
275,2013,2013/8/23,21186,49.64731798,34040,76.3896681,17491,48.49585494,34630,75.238447,36313,73.25009077
276,2013,2013/8/24,26312,61.6595974,34233,76.82278225,35067,97.22738237,24757,53.787994,30629,61.78440311
277,2013,2013/8/25,21407,50.16520985,34777,78.04358071,21114,58.5410486,21830,47.42868316,40180,81.05055069
278,2013,2013/8/29,22203,52.03055796,39074,87.68654204,11112,30.80932709,21076,45.79051426,36067,72.75386291
279,2013,2013/8/31,21085,49.41063436,40246,90.3166446,13041,36.15770649,20468,44.46955048,42980,86.69867269
280,2013,2013/9/1,17203,40.31354721,36896,82.79885999,18641,51.68436521,21375,46.44013297,33743,68.06592165
281,2013,2013/9/2,14287,33.48018653,36574,82.07625502,15603,43.26115285,32466,70.5368588,42267,85.26041877
282,2013,2013/9/3,13500,31.63592904,36421,81.73290546,35067,97.22738237,25643,55.71295109,43207,87.15657401
283,2013,2013/9/4,14869,34.84404659,35810,80.36175131,23495,65.14265118,18009,39.12703413,26198,52.84625005
284,2013,2013/9/13,19742,46.26344527,37557,84.28221988,16133,44.7306402,16308,35.43137724,37355,75.35199903
285,2013,2013/9/14,21903,51.32753732,34332,77.04494962,18886,52.36365653,25688,55.81071979,38635,77.93399766
286,2013,2013/9/15,21374,50.08787758,34025,76.35600637,11569,32.07641334,18135,39.40078649,40057,80.80243676
287,2013,2013/9/16,15449,36.20321983,34623,77.69798703,15502,42.98111847,23162,50.32263671,42796,86.32751039
288,2013,2013/9/17,25582,59.94891383,39591,88.8467494,20340,56.39504256,24524,53.2817694,36150,72.92128939
289,2013,2013/9/18,29701,69.60138729,40558,91.01680842,18824,52.19175424,35087,76.23134247,42577,85.88574656
290,2013,2013/9/27,29486,69.09755583,35423,79.49327888,14629,40.56062328,32300,70.17620093,38698,78.06108041
291,2013,2013/9/28,37199,87.17221662,41001,92.01095128,18771,52.0448055,28198,61.26404067,27396,55.26283939
292,2013,2013/9/29,40542,95.00621002,39099,87.74264491,20260,56.17323315,34792,75.59041432,29024,58.5468189
293,2014,2014/4/6,14786,34.64954421,41147,92.33859204,11461,31.77697064,34827,75.66645665,40671,82.04098923
294,2014,2014/4/7,17936,42.03126098,38158,85.63093288,36067,100,46027,100,44811,90.39214104
295,2014,2014/4/15,29778,69.78182926,36226,81.29530307,26393,73.17769706,25390,55.16327373,35402,71.41243394
296,2014,2014/4/16,23043,53.99901577,42871,96.20744597,32852,91.08603433,21616,46.96373868,28548,57.58663816
297,2014,2014/4/17,26333,61.70880885,40027,89.82518346,18234,50.55590983,24477,53.17965542,30221,60.96139105
298,2014,2014/4/24,19987,46.8375788,38855,87.1950809,33166,91.95663626,22999,49.96849675,32979,66.52479122
299,2014,2014/4/25,17708,41.49696529,37120,83.30154171,13297,36.8674966,15995,34.7513416,29467,59.44043248
300,2014,2014/4/26,17850,41.8297284,34887,78.29043334,15744,43.65209194,15115,32.83942034,27617,55.70863759
301,2014,2014/4/27,18935,44.37231973,37344,83.80422342,18340,50.8498073,22420,48.71053947,45392,91.56412636
302,2014,2014/4/29,23394,54.82154993,37654,84.49989901,11019,30.55147365,14796,32.14634888,47964,96.75232985
303,2014,2014/4/30,25172,58.98811895,35131,78.83799735,12106,33.56530901,18645,40.50883177,41407,83.52563844
304,2014,2014/5/2,15771,36.95779533,33334,74.80532304,24013,66.57886711,9808,21.30923154,39129,78.93048776
305,2014,2014/5/4,24996,58.57568017,42989,96.47225152,36067,100,10245,22.25867426,39723,80.12869649
306,2014,2014/5/12,14617,34.25350924,39107,87.76059783,28205,78.20168021,11656,25.32426619,43671,88.09254851
307,2014,2014/5/13,14028,32.87324538,37765,84.74899576,10120,28.0588904,12790,27.78803746,43706,88.16315004
308,2014,2014/5/16,17529,41.07749631,40106,90.00246853,13826,38.33421133,12528,27.21880635,43654,88.05825634
309,2014,2014/5/17,20612,48.30220514,44083,98.92731312,18035,50.00415893,15347,33.34347231,31542,63.62609432
310,2014,2014/5/18,21532,50.45813512,34441,77.28955813,35067,97.22738237,23014,50.00108632,27934,56.34808569
311,2014,2014/5/29,22884,53.62641483,38796,87.06267813,21549,59.74713727,17751,38.56649358,34254,69.09670392
312,2014,2014/5/30,38482,90.17880158,42224,94.75550369,15590,43.22510883,17081,37.11082625,38348,77.35506516
313,2014,2014/5/31,29619,69.40922832,36655,82.25802832,21860,60.60942135,45661,99.20481457,34633,69.86121757
314,2014,2014/6/1,17022,39.88939142,33150,74.39240592,23384,64.83489062,16437,35.71164751,34613,69.82087385
315,2014,2014/6/3,23219,54.41145455,30150,67.66006149,35067,97.22738237,22061,47.9305625,29362,59.22862791
316,2014,2014/6/4,23902,56.01199822,40112,90.01593322,32231,89.36423878,14630,31.78569101,28845,58.18574253
317,2014,2014/6/5,24672,57.81641788,35082,78.72803573,36067,100,13739,29.84987073,31512,63.56557873
318,2014,2014/6/11,24319,56.98919692,42140,94.56699805,36067,100,31145,67.66680427,35526,71.66256505
319,2014,2014/6/12,33457,78.40320577,36114,81.04396221,36067,100,30038,65.26169422,34254,69.09670392
320,2014,2014/6/13,26829,62.87113632,38521,86.44554655,12412,34.41373,12577,27.3252656,34989,70.57933594
321,2014,2014/6/14,26264,61.5471141,39089,87.72020377,21288,59.02348407,20858,45.31687922,38111,76.87699197
322,2014,2014/6/15,25526,59.81768331,35793,80.32360136,23175,64.25541354,29359,63.78647316,30620,61.76624844
323,2014,2014/6/24,18912,44.31842148,36838,82.66870133,24371,67.57146422,30447,66.15030308,36779,74.19009965
324,2014,2014/6/25,20559,48.17800483,31942,71.68151523,32873,91.1442593,12392,26.92332761,31010,62.55295114
325,2014,2014/6/26,24474,57.35242425,36793,82.56771616,36067,100,13446,29.21328785,31161,62.85754629
326,2014,2014/6/27,22386,52.45940056,41637,93.4382083,32913,91.255164,20951,45.51893454,30686,61.89938274
327,2014,2014/6/28,25788,60.43165468,37026,83.09059491,22322,61.8903707,13836,30.06061659,38402,77.46399322
328,2014,2014/6/29,22478,52.67499356,37191,83.46087386,20236,56.10669033,21585,46.8963869,37253,75.14624602
329,2014,2014/7/1,17504,41.01891126,37086,83.2252418,22897,63.48462584,26839,58.3114259,34750,70.09722839
330,2014,2014/7/2,17209,40.32760762,39082,87.70449496,36067,100,22710,49.34060443,34651,69.89752693
331,2014,2014/7/11,27264,63.89051625,32209,72.28069388,36067,100,13064,28.38334021,38915,78.49880986
332,2014,2014/7/12,26322,61.68303143,37625,84.43481969,27232,75.50392325,13895,30.18880222,44508,89.78093355
333,2014,2014/7/13,20681,48.46389989,43557,97.74690873,36067,100,11657,25.32643883,41934,84.58869569
334,2014,2014/7/25,23132,54.20757856,40479,90.83952335,30124,83.52233343,29000,63.00649619,46599,93.99887038
335,2014,2014/7/26,28968,67.88367352,33552,75.29454007,22908,63.51512463,37142,80.69611315,28501,57.49183039
336,2014,2014/7/27,17858,41.84847562,38189,85.70050044,28310,78.49280506,31407,68.23603537,35642,71.89655868
337,2014,2014/7/28,18259,42.78817988,38111,85.52545948,22759,63.1020046,28405,61.7137767,29870,60.25335862
338,2014,2014/7/29,16940,39.69723244,35726,80.17324566,35067,97.22738237,28434,61.77678319,28904,58.30475653
339,2014,2014/7/30,17637,41.33058374,42517,95.41302933,30097,83.44747276,40596,88.20040411,31465,63.47077097
340,2014,2014/7/31,17423,40.82909568,40231,90.28298288,22612,62.69442981,22039,47.88276446,32209,64.97155767
341,2014,2014/8/1,19576,45.87444051,37128,83.31949463,18479,51.23520115,27700,60.18206705,28942,58.38140961
342,2014,2014/8/2,19946,46.74149931,39028,87.58331276,16335,45.29070896,39196,85.15871119,26991,54.44587889
343,2014,2014/8/3,19932,46.70869168,35353,79.33619084,21513,59.64732304,17512,38.04723315,27400,55.27090814
344,2014,2014/8/8,24256,56.84156258,40185,90.1797536,22108,61.29703053,19896,43.22680166,30049,60.61443499
345,2014,2014/8/9,24019,56.28617627,40146,90.09223312,20196,55.99578562,26860,58.3570513,26965,54.39343204
346,2014,2014/8/10,19239,45.08471399,42915,96.30618702,25598,70.97346605,20015,43.48534556,23428,47.25864364
347,2014,2014/8/11,15569,36.48442809,43569,97.77383811,23498,65.15096903,27333,59.38470898,29552,59.61189333
348,2014,2014/8/12,17490,40.98610363,36252,81.35365005,20312,56.31740927,28084,61.01635996,26851,54.16347279
349,2014,2014/8/13,16480,38.61926745,43669,97.99824959,33810,93.74220201,23012,49.99674104,26054,52.5557752
350,2014,2014/8/25,14094,33.02790992,44561,100,36067,100,26171,56.86010385,26611,53.67934805
351,2014,2014/8/26,17345,40.64631031,38016,85.31226858,36067,100,18562,40.32850284,27129,54.72425062
352,2014,2014/8/27,14791,34.66126122,42159,94.60963623,36067,100,15553,33.7910357,27547,55.56743454
353,2014,2014/8/28,16399,38.42945188,36300,81.46136756,23859,66.15188399,16460,35.76161818,25449,51.33537742
354,2014,2014/8/29,18931,44.36294613,37296,83.69650591,17073,47.33690077,32971,71.63404089,28717,57.92754266
355,2014,2014/8/30,24771,58.04841469,38802,87.07614282,21130,58.58541049,39204,85.17609229,29794,60.10005245
356,2014,2014/8/31,19024,44.58088253,33028,74.11862391,28668,79.48540217,25944,56.36691507,28003,56.48727155
357,2014,2014/9/2,16131,37.8014201,34657,77.77428693,25533,70.7932459,21943,47.67419124,33696,67.97111389
358,2014,2014/9/3,16949,39.71832306,41056,92.13437759,19835,54.99487066,18681,40.58704673,31586,63.71485053
359,2014,2014/9/15,17403,40.78222764,41177,92.40591549,17530,48.60398702,36224,78.70163165,35326,71.25912777
360,2014,2014/9/16,18381,43.07407494,44205,99.20109513,17574,48.7259822,19621,42.62932627,36381,73.38725945
361,2014,2014/9/17,18474,43.29201134,33339,74.81654361,35067,97.22738237,34792,75.59041432,29024,58.5468189
362,2014,2014/9/18,16417,38.47163312,38041,85.36837145,31848,88.30232623,36936,80.24854976,40671,82.04098923
363,2014,2014/9/19,27568,64.60291051,35364,79.3608761,25126,69.66479053,26523,57.62487236,44811,90.39214104
364,2014,2014/9/20,36525,85.59276357,36137,81.09557685,25455,70.57698173,24496,53.22093554,35402,71.41243394
365,2014,2014/9/21,31466,73.73749209,36193,81.22124728,27588,76.49097513,30770,66.85206509,28548,57.58663816
